Elements,Density_sum,Density_diff,Density_aver,Eneg_sum,Eneg_diff,Eneg_aver,Magnetic_sum,Magnetic_diff,Melting_sum,Melting_diff,Melting_aver,Number_sum,Number_diff,Number_aver,Radius_sum,Radius_diff,Radius_aver,Vacancy_1_sum,Vacancy_1_diff,Vacancy_2_sum,Vacancy_2_diff,Vacancy_3_sum,Vacancy_3_diff,Valence_sum,Valence_diff,Valence_aver,Energy_binding
Ni-As,1.8614993646759848,0.40025412960609913,0.9307496823379924,2.2349726775956285,0.1475409836065575,1.1174863387978142,0.653,0.7889999999999999,1.5560831515887696,0.35226237473428484,0.7780415757943848,2.3461538461538463,0.19230769230769232,1.1730769230769231,2.1587301587301586,0.19047619047619047,1.0793650793650793,0.641,0.43100000000000005,0.448,0.008000000000000007,0.056999999999999995,0.035,1.875,0.625,0.9375,0.127
Ni-Se,1.743202033036849,0.5185514612452351,0.8716010165184245,2.4371584699453552,0.3497267759562841,1.2185792349726776,0.732,0.766,1.2270104629655192,0.6813350633575352,0.6135052314827596,2.3846153846153846,0.23076923076923078,1.1923076923076923,2.0952380952380953,0.12698412698412698,1.0476190476190477,0.78,0.5700000000000001,0.528,0.088,0.06,0.032,2.0,0.5,1.0,0.123
Ni-Zr,1.9593392630241422,0.30241423125794165,0.9796696315120711,1.7704918032786885,0.3169398907103824,0.8852459016393442,0.39300000000000007,1.211,2.1286475443778814,0.22030201805482702,1.0643237721889407,2.6153846153846154,0.46153846153846156,1.3076923076923077,2.253968253968254,0.2857142857142857,1.126984126984127,0.85,0.64,0.129,0.311,0.111,0.019000000000000003,1.75,0.75,0.875,0.026
Ni-Nb,2.2198221092757304,0.041931385006353246,1.1099110546378652,1.9180327868852458,0.16939890710382505,0.9590163934426229,0.1060000000000001,1.514,2.4726278883582253,0.564282362035171,1.2363139441791127,2.6538461538461537,0.5,1.3269230769230769,2.142857142857143,0.1746031746031746,1.0714285714285714,0.5,0.29000000000000004,0.07800000000000001,0.362,0.099,0.006999999999999999,1.875,0.625,0.9375,-0.059
Ni-Mo,2.426937738246506,0.16518424396442172,1.213468869123253,2.2240437158469946,0.13661202185792362,1.1120218579234973,0.03399999999999992,1.608,2.5526875189796536,0.6443419926565994,1.2763437594898268,2.6923076923076925,0.5384615384615384,1.3461538461538463,2.0873015873015874,0.11904761904761904,1.0436507936507937,0.275,0.06500000000000002,0.103,0.337,0.072,0.02,2.0,0.5,1.0,-0.139
Ni-Ru,2.6683608640406606,0.40660736975857675,1.3341804320203303,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.183,0.593,2.3931203931203933,0.48477486679733867,1.1965601965601966,2.769230769230769,0.6153846153846154,1.3846153846153846,2.0476190476190474,0.07936507936507936,1.0238095238095237,0.22699999999999998,0.017,0.237,0.203,0.093,0.0010000000000000009,2.25,0.25,1.125,-0.16
Ni-Rh,2.7064803049555275,0.44472681067344344,1.3532401524777637,2.2896174863387975,0.2021857923497267,1.1448087431693987,1.585,0.22899999999999998,2.1888303011898516,0.28048477486679735,1.0944151505949258,2.8076923076923075,0.6538461538461539,1.4038461538461537,2.0476190476190474,0.07936507936507936,1.0238095238095237,0.262,0.052000000000000005,0.33,0.11,0.112,0.020000000000000004,2.375,0.125,1.1875,-0.079
Ni-Pd,2.655654383735705,0.3939008894536213,1.3278271918678526,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.256,0.48,1.963448637605941,0.05510311128288654,0.9817243188029705,2.8461538461538463,0.6923076923076923,1.4230769230769231,2.0714285714285716,0.10317460317460317,1.0357142857142858,0.39899999999999997,0.189,0.437,0.0030000000000000027,0.152,0.06,2.5,0.0,1.25,-0.019
Ni-Sn,2.0567979669631513,0.2049555273189327,1.0283989834815757,2.1147540983606556,0.027322404371584723,1.0573770491803278,0.5449999999999999,0.921,1.233045302708224,0.6753002236148304,0.616522651354112,3.0,0.8461538461538461,1.5,2.2777777777777777,0.30952380952380953,1.1388888888888888,0.863,0.653,0.334,0.106,0.155,0.063,1.75,0.75,0.875,0.185
Ni-Sb,1.9796696315120712,0.2820838627700128,0.9898348157560356,2.163934426229508,0.0765027322404371,1.081967213114754,0.629,0.8049999999999999,1.453180575877205,0.4551649504458493,0.7265902879386025,3.0384615384615383,0.8846153846153846,1.5192307692307692,2.3015873015873014,0.3333333333333333,1.1507936507936507,0.854,0.644,0.351,0.089,0.10400000000000001,0.012000000000000004,1.875,0.625,0.9375,0.134
Ni-Te,1.9227445997458705,0.33900889453621347,0.9613722998729353,2.191256830601093,0.10382513661202195,1.0956284153005464,0.6459999999999999,0.786,1.3531789194710542,0.5551666068520001,0.6765894597355271,3.076923076923077,0.9230769230769231,1.5384615384615385,2.253968253968254,0.2857142857142857,1.126984126984127,0.906,0.6960000000000001,0.41600000000000004,0.023999999999999994,0.077,0.015,2.0,0.5,1.0,0.077
Ni-Hf,2.820838627700127,0.5590851334180432,1.4104193138500636,1.7540983606557377,0.33333333333333326,0.8770491803278688,0.269,1.3330000000000002,2.3379068547607873,0.4295613284377329,1.1689534273803937,3.8461538461538463,1.6923076923076923,1.9230769230769231,2.246031746031746,0.2777777777777778,1.123015873015873,0.751,0.541,0.07200000000000001,0.368,0.119,0.026999999999999996,1.75,0.75,0.875,0.049
Ni-Ta,3.214739517153748,0.9529860228716643,1.607369758576874,1.8633879781420766,0.22404371584699448,0.9316939890710383,0.07000000000000006,1.54,2.7707809955000964,0.8624354691770422,1.3853904977500482,3.8846153846153846,1.7307692307692308,1.9423076923076923,2.142857142857143,0.1746031746031746,1.0714285714285714,0.426,0.21600000000000003,0.04000000000000001,0.4,0.086,0.005999999999999998,1.875,0.625,0.9375,-0.06
Ni-W,3.583227445997459,1.3214739517153749,1.7916137229987295,1.972677595628415,0.11475409836065571,0.9863387978142075,0.06600000000000006,1.548,2.9899787427877316,1.0816332164646771,1.4949893713938658,3.923076923076923,1.7692307692307692,1.9615384615384615,2.0873015873015874,0.11904761904761904,1.0436507936507937,0.23399999999999999,0.024000000000000007,0.07100000000000001,0.369,0.062,0.03,2.0,0.5,1.0,-0.152
Ni-Re,3.773824650571792,1.5120711562897078,1.886912325285896,2.081967213114754,0.005464480874316944,1.040983606557377,0.20300000000000007,1.411,2.863539739944234,0.9551942136211798,1.431769869972117,3.9615384615384617,1.8076923076923077,1.9807692307692308,2.0714285714285716,0.10317460317460317,1.0357142857142858,0.182,0.027999999999999997,0.132,0.308,0.056,0.036,2.125,0.375,1.0625,-0.216
Ni-Os,4.000914866581957,1.7391613722998727,2.0004574332909786,2.2459016393442623,0.1584699453551914,1.1229508196721312,0.6659999999999999,1.018,2.7796151616376337,0.8712696353145791,1.3898075808188168,4.0,1.8461538461538463,2.0,2.0555555555555554,0.0873015873015873,1.0277777777777777,0.196,0.013999999999999999,0.20400000000000001,0.236,0.066,0.026,2.25,0.25,1.125,-0.24
Ni-Ir,3.997738246505718,1.735984752223634,1.998869123252859,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.3940000000000001,0.404,2.4555116914667474,0.5471661651436932,1.2277558457333737,4.038461538461538,1.8846153846153846,2.019230769230769,2.0634920634920637,0.09523809523809523,1.0317460317460319,0.24,0.030000000000000013,0.301,0.139,0.10300000000000001,0.011000000000000003,2.375,0.125,1.1875,-0.137
Ni-Pt,3.86277001270648,1.6010165184243963,1.93138500635324,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.3,0.466,2.0812743284653394,0.17292880214228518,1.0406371642326697,4.076923076923077,1.9230769230769231,2.0384615384615383,2.0873015873015874,0.11904761904761904,1.0436507936507937,0.367,0.15700000000000003,0.425,0.015000000000000013,0.14,0.048,2.5,0.0,1.25,-0.077
Ni-Au,3.583227445997459,1.3214739517153749,1.7916137229987295,2.355191256830601,0.26775956284153,1.1775956284153004,0.9520000000000001,0.648,1.692559975706043,0.21578555061701138,0.8462799878530215,4.115384615384615,1.9615384615384615,2.0576923076923075,2.126984126984127,0.15873015873015872,1.0634920634920635,0.562,0.35200000000000004,0.517,0.07699999999999999,0.184,0.09200000000000001,2.625,0.125,1.3125,0.02
Ni-U,3.5578144853875475,1.296060991105464,1.7789072426937738,1.972677595628415,0.11475409836065571,0.9863387978142075,-0.556,2.072,1.731662203572316,0.17668332275073848,0.865831101786158,4.615384615384615,2.4615384615384617,2.3076923076923075,2.3333333333333335,0.36507936507936506,1.1666666666666667,1.353,1.143,0.449,0.009000000000000008,0.119,0.026999999999999996,2.0,0.5,1.0,-0.155
Ni-Np,3.6975857687420586,1.4358322744599745,1.8487928843710293,1.7540983606557377,0.33333333333333326,0.8770491803278688,-1.854,3.42,1.4605637302266516,0.4477817960964029,0.7302818651133258,4.653846153846154,2.5,2.326923076923077,2.3412698412698414,0.373015873015873,1.1706349206349207,1.391,1.181,0.46699999999999997,0.026999999999999996,0.101,0.009000000000000001,2.125,0.375,1.0625,-0.158
Cu-Cu,2.2770012706480305,0.0,1.1385006353240152,2.076502732240437,0.0,1.0382513661202184,0.268,0.0,1.4993457195704385,0.0,0.7496728597852192,2.230769230769231,0.0,1.1153846153846154,2.0317460317460316,0.0,1.0158730158730158,0.508,0.0,0.438,0.0,0.108,0.0,2.75,0.0,1.375,0.197
Cu-Zn,2.0449809402795425,0.232020330368488,1.0224904701397712,1.9398907103825136,0.13661202185792348,0.9699453551912568,0.036000000000000004,0.192,1.1321243408883859,0.36722137868205285,0.5660621704441929,2.269230769230769,0.038461538461538464,1.1346153846153846,2.0793650793650795,0.047619047619047616,1.0396825396825398,0.581,0.07300000000000001,0.331,0.107,0.097,0.011000000000000003,2.875,0.125,1.4375,0.198
Cu-Ga,1.889453621346887,0.38754764930114366,0.9447268106734436,2.0273224043715845,0.04918032786885238,1.0136612021857923,-0.049,0.279,0.9169227286530657,0.5824229909173728,0.45846136432653284,2.3076923076923075,0.07692307692307693,1.1538461538461537,2.126984126984127,0.09523809523809523,1.0634920634920635,0.657,0.14900000000000002,0.312,0.126,0.094,0.013999999999999999,1.75,1.0,0.875,0.213
Cu-Ge,1.8149174078780177,0.4620838627700128,0.9074587039390088,2.1366120218579234,0.06010928961748627,1.0683060109289617,0.0040000000000000036,0.224,1.4185296634734836,0.08081605609695491,0.7092648317367418,2.3461538461538463,0.11538461538461539,1.1730769230769231,2.1587301587301586,0.12698412698412698,1.0793650793650793,0.7210000000000001,0.21300000000000002,0.377,0.061,0.08499999999999999,0.023,1.875,0.875,0.9375,0.196
Cu-As,1.869123252858958,0.4078780177890725,0.934561626429479,2.2295081967213113,0.15300546448087446,1.1147540983606556,0.05199999999999999,0.184,1.3515832482124617,0.1477624713579769,0.6757916241062308,2.3846153846153846,0.15384615384615385,1.1923076923076923,2.1904761904761907,0.15873015873015872,1.0952380952380953,0.79,0.28200000000000003,0.447,0.009000000000000008,0.065,0.043,2.0,0.75,1.0,0.146
Cu-Se,1.750825921219822,0.5261753494282085,0.875412960609911,2.4316939890710376,0.35519125683060104,1.2158469945355188,0.12300000000000001,0.14300000000000002,1.0225105595892112,0.4768351599812274,0.5112552797946056,2.423076923076923,0.19230769230769232,1.2115384615384615,2.126984126984127,0.09523809523809523,1.0634920634920635,0.929,0.42100000000000004,0.527,0.089,0.068,0.04,2.125,0.625,1.0625,0.144
Cu-Zr,1.9669631512071157,0.310038119440915,0.9834815756035579,1.7650273224043715,0.3114754098360655,0.8825136612021858,-0.33399999999999996,0.516,1.9241476410015734,0.42480192143113493,0.9620738205007867,2.6538461538461537,0.4230769230769231,1.3269230769230769,2.2857142857142856,0.25396825396825395,1.1428571428571428,0.999,0.491,0.128,0.31,0.119,0.011000000000000003,1.875,0.875,0.9375,0.029
Cu-Nb,2.227445997458704,0.04955527318932663,1.113722998729352,1.9125683060109289,0.1639344262295081,0.9562841530054644,-0.658,0.82,2.2681279849819176,0.7687822654114789,1.1340639924909588,2.6923076923076925,0.46153846153846156,1.3461538461538463,2.1746031746031744,0.14285714285714285,1.0873015873015872,0.649,0.14100000000000001,0.07700000000000001,0.361,0.107,0.0010000000000000009,2.0,0.75,1.0,-0.051
Cu-Mo,2.434561626429479,0.15756035578144834,1.2172808132147395,2.218579234972678,0.14207650273224057,1.109289617486339,-0.761,0.9209999999999999,2.348187615603346,0.8488418960329073,1.174093807801673,2.730769230769231,0.5,1.3653846153846154,2.119047619047619,0.0873015873015873,1.0595238095238095,0.42400000000000004,0.08399999999999999,0.102,0.336,0.08,0.028,2.125,0.625,1.0625,-0.096
Cu-Ru,2.675984752223634,0.39898348157560337,1.337992376111817,2.240437158469945,0.16393442622950832,1.1202185792349726,0.214,0.008000000000000007,2.188620489744085,0.6892747701736466,1.0943102448720425,2.8076923076923075,0.5769230769230769,1.4038461538461537,2.0793650793650795,0.047619047619047616,1.0396825396825398,0.376,0.132,0.236,0.202,0.101,0.006999999999999999,2.375,0.375,1.1875,-0.046
Cu-Rh,2.7141041931385006,0.43710292249047006,1.3570520965692503,2.2841530054644807,0.20765027322404364,1.1420765027322404,0.728,0.472,1.9843303978135438,0.48498467824310526,0.9921651989067719,2.8461538461538463,0.6153846153846154,1.4230769230769231,2.0793650793650795,0.047619047619047616,1.0396825396825398,0.41100000000000003,0.097,0.329,0.109,0.12,0.012000000000000004,2.5,0.25,1.25,0.044
Cu-Pd,2.6632782719186787,0.3862770012706479,1.3316391359593394,2.240437158469945,0.16393442622950832,1.1202185792349726,0.505,0.23099999999999998,1.758948734229633,0.25960301465919444,0.8794743671148165,2.8846153846153846,0.6538461538461539,1.4423076923076923,2.1031746031746033,0.07142857142857142,1.0515873015873016,0.548,0.03999999999999998,0.436,0.0020000000000000018,0.16,0.052,2.625,0.125,1.3125,0.155
Cu-Sn,2.0644218551461244,0.2125794155019061,1.0322109275730622,2.1092896174863385,0.03278688524590167,1.0546448087431692,-0.06999999999999999,0.286,1.028545399331916,0.4708003202385225,0.514272699665958,3.0384615384615383,0.8076923076923077,1.5192307692307692,2.3095238095238093,0.2777777777777778,1.1547619047619047,1.012,0.504,0.333,0.105,0.163,0.055,1.875,0.875,0.9375,0.242
Cu-Sb,1.9872935196950445,0.2897077509529862,0.9936467598475223,2.158469945355191,0.08196721311475405,1.0792349726775956,0.018000000000000002,0.19,1.248680672500897,0.2506650470695414,0.6243403362504485,3.076923076923077,0.8461538461538461,1.5384615384615385,2.3333333333333335,0.30158730158730157,1.1666666666666667,1.0030000000000001,0.495,0.35,0.088,0.112,0.0040000000000000036,2.0,0.75,1.0,0.127
Cu-Te,1.9303684879288436,0.34663278271918685,0.9651842439644218,2.1857923497267757,0.10928961748633889,1.0928961748633879,0.034,0.166,1.1486790160947462,0.35066670347569223,0.5743395080473731,3.1153846153846154,0.8846153846153846,1.5576923076923077,2.2857142857142856,0.25396825396825395,1.1428571428571428,1.0550000000000002,0.547,0.41500000000000004,0.022999999999999993,0.08499999999999999,0.023,2.125,0.625,1.0625,0.035
Cu-Hf,2.8284625158831007,0.5514612452350699,1.4142312579415504,1.7486338797814207,0.3278688524590163,0.8743169398907104,-0.4580000000000001,0.634,2.1334069513844796,0.6340612318140408,1.0667034756922398,3.8846153846153846,1.6538461538461537,1.9423076923076923,2.2777777777777777,0.24603174603174602,1.1388888888888888,0.9,0.392,0.07100000000000001,0.367,0.127,0.018999999999999996,1.875,0.875,0.9375,0.031
Cu-Ta,3.2223634053367216,0.9453621346886909,1.6111817026683608,1.8579234972677594,0.21857923497267753,0.9289617486338797,-0.6940000000000001,0.848,2.5662810921237886,1.0669353725533501,1.2831405460618943,3.923076923076923,1.6923076923076923,1.9615384615384615,2.1746031746031744,0.14285714285714285,1.0873015873015872,0.575,0.067,0.03900000000000001,0.399,0.094,0.013999999999999999,2.0,0.75,1.0,-0.071
Cu-W,3.590851334180432,1.3138500635324015,1.795425667090216,1.967213114754098,0.10928961748633877,0.983606557377049,-0.7130000000000001,0.863,2.7854788394114234,1.286133119840985,1.3927394197057117,3.9615384615384617,1.7307692307692308,1.9807692307692308,2.119047619047619,0.0873015873015873,1.0595238095238095,0.383,0.125,0.07,0.368,0.07,0.038,2.125,0.625,1.0625,-0.129
Cu-Re,3.781448538754765,1.5044472681067345,1.8907242693773825,2.076502732240437,0.0,1.0382513661202184,-0.5770000000000001,0.737,2.6590398365679264,1.1596941169974877,1.3295199182839632,4.0,1.7692307692307692,2.0,2.1031746031746033,0.07142857142857142,1.0515873015873016,0.331,0.177,0.131,0.307,0.064,0.044,2.25,0.5,1.125,-0.136
Cu-Os,4.00853875476493,1.7315374841168993,2.004269377382465,2.240437158469945,0.16393442622950832,1.1202185792349726,-0.158,0.356,2.5751152582613255,1.075769538690887,1.2875576291306627,4.038461538461538,1.8076923076923077,2.019230769230769,2.0873015873015874,0.05555555555555555,1.0436507936507937,0.345,0.163,0.203,0.235,0.074,0.034,2.375,0.375,1.1875,-0.108
Cu-Ir,4.005362134688691,1.7283608640406607,2.0026810673443456,2.240437158469945,0.16393442622950832,1.1202185792349726,0.538,0.292,2.2510117880904397,0.7516660685200012,1.1255058940452198,4.076923076923077,1.8461538461538463,2.0384615384615383,2.0952380952380953,0.06349206349206349,1.0476190476190477,0.389,0.119,0.3,0.138,0.111,0.0030000000000000027,2.5,0.25,1.25,-0.017
Cu-Pt,3.8703939008894537,1.593392630241423,1.9351969504447268,2.240437158469945,0.16393442622950832,1.1202185792349726,0.512,0.248,1.8767744250890317,0.3774287055185931,0.9383872125445158,4.115384615384615,1.8846153846153846,2.0576923076923075,2.119047619047619,0.0873015873015873,1.0595238095238095,0.516,0.008000000000000007,0.424,0.014000000000000012,0.148,0.04,2.625,0.125,1.3125,0.084
Cu-Au,3.590851334180432,1.3138500635324015,1.795425667090216,2.349726775956284,0.27322404371584696,1.174863387978142,0.29900000000000004,0.028999999999999998,1.488060072329735,0.01128564724070345,0.7440300361648675,4.153846153846154,1.9230769230769231,2.076923076923077,2.1587301587301586,0.12698412698412698,1.0793650793650793,0.7110000000000001,0.203,0.516,0.07799999999999999,0.192,0.08400000000000002,2.75,0.0,1.375,0.187
Cu-U,3.565438373570521,1.2884371029224906,1.7827191867852605,1.967213114754098,0.10928961748633877,0.983606557377049,-1.253,1.397,1.527162300196008,0.027816580625569447,0.763581150098004,4.653846153846154,2.423076923076923,2.326923076923077,2.365079365079365,0.3333333333333333,1.1825396825396826,1.502,0.994,0.448,0.010000000000000009,0.127,0.018999999999999996,2.125,0.625,1.0625,-0.182
Cu-Np,3.7052096569250317,1.428208386277001,1.8526048284625158,1.7486338797814207,0.3278688524590163,0.8743169398907104,-2.653,2.789,1.2560638268503437,0.24328189272009496,0.6280319134251718,4.6923076923076925,2.4615384615384617,2.3461538461538463,2.373015873015873,0.3412698412698413,1.1865079365079365,1.54,1.032,0.46599999999999997,0.027999999999999997,0.109,0.0010000000000000009,2.25,0.5,1.125,-0.161
Zn-Zn,1.8129606099110547,0.0,0.9064803049555273,1.80327868852459,0.0,0.901639344262295,-0.15,0.0,0.7649029622063328,0.0,0.3824514811031664,2.3076923076923075,0.0,1.1538461538461537,2.126984126984127,0.0,1.0634920634920635,0.654,0.0,0.224,0.0,0.086,0.0,3.0,0.0,1.5,0.128
Zn-Ga,1.657433290978399,0.15552731893265567,0.8287166454891995,1.890710382513661,0.08743169398907111,0.9453551912568305,-0.23399999999999999,0.08800000000000001,0.5497013499710128,0.21520161223532006,0.2748506749855064,2.3461538461538463,0.038461538461538464,1.1730769230769231,2.1746031746031744,0.047619047619047616,1.0873015873015872,0.73,0.07600000000000001,0.20500000000000002,0.019000000000000003,0.08299999999999999,0.0029999999999999957,1.875,1.125,0.9375,0.057
Zn-Ge,1.58289707750953,0.23006353240152477,0.791448538754765,1.9999999999999998,0.19672131147540975,0.9999999999999999,-0.182,0.038000000000000006,1.0513082847914308,0.28640532258509793,0.5256541423957154,2.3846153846153846,0.07692307692307693,1.1923076923076923,2.2063492063492065,0.07936507936507936,1.1031746031746033,0.794,0.14,0.27,0.046,0.074,0.011999999999999997,2.0,1.0,1.0,-0.024
Zn-As,1.63710292249047,0.17585768742058455,0.818551461245235,2.092896174863388,0.2896174863387979,1.046448087431694,-0.137,0.008999999999999994,0.9843618695304088,0.21945890732407594,0.4921809347652044,2.423076923076923,0.11538461538461539,1.2115384615384615,2.238095238095238,0.1111111111111111,1.119047619047619,0.863,0.20900000000000002,0.34,0.116,0.05399999999999999,0.032,2.125,0.875,1.0625,-0.1
Zn-Se,1.518805590851334,0.2941550190597205,0.759402795425667,2.295081967213114,0.4918032786885245,1.147540983606557,-0.08099999999999999,0.065,0.6552891809071583,0.10961378129917451,0.32764459045357913,2.4615384615384617,0.15384615384615385,1.2307692307692308,2.1746031746031744,0.047619047619047616,1.0873015873015872,1.002,0.34800000000000003,0.42,0.196,0.056999999999999995,0.028999999999999998,2.25,0.75,1.125,-0.066
Zn-Zr,1.7349428208386277,0.07801778907242704,0.8674714104193139,1.6284153005464481,0.174863387978142,0.8142076502732241,-0.513,0.349,1.5569262623195208,0.7920233001131878,0.7784631311597604,2.6923076923076925,0.38461538461538464,1.3461538461538463,2.3333333333333335,0.20634920634920634,1.1666666666666667,1.072,0.418,0.021000000000000005,0.203,0.108,0.022000000000000006,2.0,1.0,1.0,-0.122
Zn-Nb,1.995425667090216,0.18246505717916137,0.997712833545108,1.7759562841530054,0.0273224043715846,0.8879781420765027,-0.8069999999999999,0.651,1.9009066062998647,1.1360036440935317,0.9504533031499324,2.730769230769231,0.4230769230769231,1.3653846153846154,2.2222222222222223,0.09523809523809523,1.1111111111111112,0.722,0.068,-0.029999999999999985,0.254,0.096,0.010000000000000002,2.125,0.875,1.0625,-0.172
Zn-Mo,2.202541296060991,0.38958068614993635,1.1012706480304955,2.081967213114754,0.2786885245901641,1.040983606557377,-0.881,0.7350000000000001,1.980966236921293,1.21606327471496,0.9904831184606465,2.769230769230769,0.46153846153846156,1.3846153846153846,2.1666666666666665,0.03968253968253968,1.0833333333333333,0.497,0.157,-0.0050000000000000044,0.229,0.06899999999999999,0.016999999999999998,2.25,0.75,1.125,-0.2
Zn-Ru,2.443964421855146,0.6310038119440914,1.221982210927573,2.1038251366120218,0.3005464480874318,1.0519125683060109,0.13999999999999999,0.274,1.8213991110620324,1.0564961488556994,0.9106995555310162,2.8461538461538463,0.5384615384615384,1.4230769230769231,2.126984126984127,0.0,1.0634920634920635,0.449,0.20500000000000002,0.129,0.095,0.09,0.0040000000000000036,2.5,0.5,1.25,-0.088
Zn-Rh,2.4820838627700126,0.669123252858958,1.2410419313850063,2.1475409836065573,0.34426229508196715,1.0737704918032787,0.542,0.6819999999999999,1.6171090191314912,0.8522060569251582,0.8085545095657456,2.8846153846153846,0.5769230769230769,1.4423076923076923,2.126984126984127,0.0,1.0634920634920635,0.484,0.17,0.222,0.0020000000000000018,0.109,0.023000000000000007,2.625,0.375,1.3125,0.031
Zn-Pd,2.4312579415501907,0.6182973316391359,1.2156289707750954,2.1038251366120218,0.3005464480874318,1.0519125683060109,0.284,0.432,1.3917273555475802,0.6268243933412473,0.6958636777737901,2.923076923076923,0.6153846153846154,1.4615384615384615,2.1507936507936507,0.023809523809523808,1.0753968253968254,0.621,0.03300000000000003,0.329,0.105,0.149,0.063,2.75,0.25,1.375,0.113
Zn-Sn,1.8324015247776364,0.019440914866581904,0.9162007623888182,1.972677595628415,0.16939890710382516,0.9863387978142075,-0.252,0.106,0.6613240206498632,0.1035789415564696,0.3306620103249316,3.076923076923077,0.7692307692307693,1.5384615384615385,2.357142857142857,0.23015873015873015,1.1785714285714286,1.085,0.431,0.226,0.0020000000000000018,0.152,0.066,2.0,1.0,1.0,-0.018
Zn-Sb,1.7552731893265565,0.057687420584498175,0.8776365946632783,2.0218579234972673,0.21857923497267753,1.0109289617486337,-0.16199999999999998,0.011999999999999997,0.8814592938188442,0.11655633161251144,0.4407296469094221,3.1153846153846154,0.8076923076923077,1.5576923076923077,2.380952380952381,0.25396825396825395,1.1904761904761905,1.076,0.422,0.243,0.019000000000000003,0.101,0.015000000000000006,2.125,0.875,1.0625,-0.166
Zn-Te,1.6983481575603556,0.11461245235069888,0.8491740787801778,2.0491803278688523,0.24590163934426237,1.0245901639344261,-0.14,0.009999999999999995,0.7814576374126936,0.01655467520636063,0.3907288187063468,3.1538461538461537,0.8461538461538461,1.5769230769230769,2.3333333333333335,0.20634920634920634,1.1666666666666667,1.1280000000000001,0.47400000000000003,0.308,0.084,0.074,0.011999999999999997,2.25,0.75,1.125,-0.251
Zn-Hf,2.5964421855146127,0.7834815756035578,1.2982210927573063,1.6120218579234973,0.1912568306010928,0.8060109289617486,-0.642,0.47600000000000003,1.7661855727024267,1.0012826104960937,0.8830927863512134,3.923076923076923,1.6153846153846154,1.9615384615384615,2.3253968253968256,0.1984126984126984,1.1626984126984128,0.9730000000000001,0.319,-0.03599999999999999,0.26,0.11599999999999999,0.03,2.0,1.0,1.0,-0.119
Zn-Ta,2.9903430749682336,1.177382465057179,1.4951715374841168,1.721311475409836,0.08196721311475405,0.860655737704918,-0.836,0.68,2.199059713441736,1.4341567512354028,1.099529856720868,3.9615384615384617,1.6538461538461537,1.9807692307692308,2.2222222222222223,0.09523809523809523,1.1111111111111112,0.648,0.006000000000000005,-0.06799999999999999,0.292,0.08299999999999999,0.0029999999999999957,2.125,0.875,1.0625,-0.214
Zn-W,3.358831003811944,1.5458703939008895,1.679415501905972,1.8306010928961747,0.027322404371584723,0.9153005464480873,-0.833,0.6890000000000001,2.4182574607293708,1.6533544985230377,1.2091287303646854,4.0,1.6923076923076923,2.0,2.1666666666666665,0.03968253968253968,1.0833333333333333,0.456,0.198,-0.03699999999999999,0.261,0.059,0.026999999999999996,2.25,0.75,1.125,-0.266
Zn-Re,3.549428208386277,1.7364675984752225,1.7747141041931385,1.9398907103825136,0.13661202185792348,0.9699453551912568,-0.6859999999999999,0.55,2.291818457885874,1.5269154956795405,1.145909228942937,4.038461538461538,1.7307692307692308,2.019230769230769,2.1507936507936507,0.023809523809523808,1.0753968253968254,0.404,0.25,0.024000000000000007,0.2,0.053,0.032999999999999995,2.375,0.625,1.1875,-0.268
Zn-Os,3.7765184243964423,1.9635578144853874,1.8882592121982211,2.1038251366120218,0.3005464480874318,1.0519125683060109,-0.273,0.143,2.207893879579273,1.4429909173729398,1.1039469397896364,4.076923076923077,1.7692307692307692,2.0384615384615383,2.134920634920635,0.007936507936507936,1.0674603174603174,0.41800000000000004,0.23600000000000002,0.096,0.128,0.063,0.022999999999999996,2.5,0.5,1.25,-0.208
Zn-Ir,3.773341804320203,1.9603811944091487,1.8866709021601016,2.1038251366120218,0.3005464480874318,1.0519125683060109,0.376,0.504,1.883790409408387,1.118887447202054,0.9418952047041935,4.115384615384615,1.8076923076923077,2.0576923076923075,2.142857142857143,0.015873015873015872,1.0714285714285714,0.462,0.192,0.193,0.031,0.1,0.014000000000000005,2.625,0.375,1.3125,-0.063
Zn-Pt,3.6383735705209657,1.825412960609911,1.8191867852604828,2.1038251366120218,0.3005464480874318,1.0519125683060109,0.308,0.446,1.5095530464069788,0.7446500842006459,0.7547765232034894,4.153846153846154,1.8461538461538463,2.076923076923077,2.1666666666666665,0.03968253968253968,1.0833333333333333,0.589,0.065,0.317,0.09299999999999999,0.137,0.051000000000000004,2.75,0.25,1.375,0.023
Zn-Au,3.358831003811944,1.5458703939008895,1.679415501905972,2.2131147540983607,0.4098360655737705,1.1065573770491803,0.072,0.22199999999999998,1.1208386936476822,0.35593573144134943,0.5604193468238411,4.1923076923076925,1.8846153846153846,2.0961538461538463,2.2063492063492065,0.07936507936507936,1.1031746031746033,0.784,0.13,0.409,0.185,0.181,0.09500000000000001,2.875,0.125,1.4375,0.103
