,Elements,Density_sum,Density_diff,Density_aver,Eneg_sum,Eneg_diff,Eneg_aver,Magnetic_sum,Magnetic_diff,Melting_sum,Melting_diff,Melting_aver,Number_sum,Number_diff,Number_aver,Radius_sum,Radius_diff,Radius_aver,Vacancy_1_sum,Vacancy_1_diff,Vacancy_2_sum,Vacancy_2_diff,Vacancy_3_sum,Vacancy_3_diff,Valence_sum,Valence_diff,Valence_aver,Energy_binding
144,Si-U,2.7229479034307498,2.130927573062262,1.3614739517153749,1.967213114754098,0.1092896174863387,0.983606557377049,-1.354,1.212,1.7090246528448776,0.1540457720233001,0.8545123264224388,4.076923076923077,3.0,2.0384615384615383,2.4444444444444446,0.2539682539682539,1.2222222222222223,1.543,0.953,0.354,0.104,0.077,0.0689999999999999,1.25,0.25,0.625,-0.493
145,Si-Np,2.8627191867852604,2.2706988564167725,1.4313595933926302,1.7486338797814207,0.3278688524590163,0.8743169398907104,-2.752,2.608,1.4379261794992133,0.4251442453689645,0.7189630897496067,4.115384615384615,3.0384615384615383,2.0576923076923075,2.452380952380953,0.2619047619047619,1.2261904761904765,1.581,0.991,0.372,0.122,0.059,0.051,1.375,0.375,0.6875,-0.471
146,P-P,0.6836086404066073,0.0,0.3418043202033036,2.39344262295082,0.0,1.1967213114754098,-0.108,0.0,0.7610081992104464,0.0,0.3805040996052232,1.1538461538461535,0.0,0.5769230769230769,2.031746031746032,0.0,1.0158730158730158,0.738,0.0,0.512,0.0,-0.042,0.0,1.25,0.0,0.625,-0.317
147,P-S,0.6048284625158831,0.0787801778907242,0.3024142312579415,2.60655737704918,0.2131147540983607,1.30327868852459,-0.046,0.072,0.5949313971785881,0.1660768020318581,0.297465698589294,1.1923076923076923,0.0384615384615384,0.5961538461538461,2.023809523809524,0.0079365079365079,1.011904761904762,0.942,0.2039999999999999,0.633,0.121,-0.017,0.025,1.375,0.125,0.6875,0.042
148,P-Sc,0.7217280813214739,0.0381194409148666,0.3608640406607369,1.9398907103825136,0.4535519125683059,0.9699453551912568,-0.509,0.429,1.3821605057560111,0.621152306545565,0.6910802528780057,1.3846153846153846,0.2307692307692307,0.6923076923076923,2.3015873015873014,0.2698412698412698,1.1507936507936507,1.0779999999999998,0.3399999999999999,0.135,0.377,0.059,0.101,1.0,0.25,0.5,0.151
149,P-Ti,0.9143583227445996,0.2307496823379924,0.4571791613722998,2.0382513661202184,0.355191256830601,1.0191256830601092,-0.932,0.86,1.4533859702399028,0.6923777710294564,0.7266929851199514,1.4230769230769231,0.2692307692307692,0.7115384615384616,2.1825396825396823,0.1507936507936507,1.0912698412698412,0.63,0.1079999999999999,0.096,0.416,-0.005,0.037,1.125,0.125,0.5625,-0.012
150,P-V,1.1041931385006352,0.420584498094028,0.5520965692503176,2.0874316939890707,0.3060109289617486,1.0437158469945351,-1.444,1.378,1.5858984623029566,0.8248902630925102,0.7929492311514783,1.4615384615384617,0.3076923076923077,0.7307692307692307,2.0793650793650795,0.0476190476190476,1.0396825396825398,0.425,0.313,0.17,0.3419999999999999,-0.029,0.013,1.25,0.0,0.625,-0.066
151,P-Cr,1.250317662007624,0.5667090216010167,0.625158831003812,2.1038251366120218,0.2896174863387978,1.0519125683060109,-2.02,1.956,1.5842420561521686,0.823233856941722,0.7921210280760843,1.5,0.3461538461538461,0.75,2.031746031746032,0.0,1.0158730158730158,0.419,0.319,0.261,0.251,-0.023,0.019,1.375,0.125,0.6875,-0.023
152,P-Mn,1.2693773824650572,0.5857687420584498,0.6346886912325286,2.043715846994536,0.3497267759562841,1.0218579234972678,-2.396,2.3280000000000003,1.2192805675951743,0.4582723683847279,0.6096402837975872,1.5384615384615383,0.3846153846153846,0.7692307692307693,2.023809523809524,0.0079365079365079,1.011904761904762,0.501,0.237,0.35,0.162,-0.002,0.04,1.5,0.25,0.75,0.117
153,P-Co,1.4675984752223632,0.783989834815756,0.7337992376111816,2.2240437158469946,0.1693989071038251,1.1120218579234973,1.465,1.567,1.3567622781105928,0.5957540789001463,0.6783811390552964,1.6153846153846154,0.4615384615384615,0.8076923076923077,2.007936507936508,0.0238095238095238,1.003968253968254,0.359,0.379,0.369,0.143,-0.005,0.037,1.75,0.5,0.875,0.015
154,P-Ni,1.4726810673443456,0.7890724269377384,0.7363405336721728,2.240437158469945,0.1530054644808743,1.1202185792349726,0.6609999999999999,0.765,1.3346768627667505,0.573668663556304,0.6673384313833752,1.6538461538461535,0.5,0.8269230769230769,2.0,0.0317460317460317,1.0,0.474,0.264,0.476,0.036,0.0249999999999999,0.067,1.875,0.625,0.9375,0.133
155,P-Cu,1.4803049555273189,0.7966963151207117,0.7401524777636594,2.2349726775956285,0.1584699453551912,1.1174863387978142,0.071,0.181,1.1301769593904425,0.3691687601799961,0.5650884796952212,1.6923076923076923,0.5384615384615384,0.8461538461538461,2.031746031746032,0.0,1.0158730158730158,0.623,0.1149999999999999,0.475,0.037,0.033,0.075,2.0,0.75,1.0,0.161
156,P-Zn,1.2482846251588309,0.5646759847522237,0.6241423125794154,2.0983606557377046,0.2950819672131147,1.0491803278688523,-0.129,0.0189999999999999,0.7629555807083895,0.0019473814979432,0.3814777903541947,1.7307692307692308,0.5769230769230769,0.8653846153846154,2.0793650793650795,0.0476190476190476,1.0396825396825398,0.696,0.0419999999999999,0.368,0.144,0.0219999999999999,0.064,2.125,0.875,1.0625,-0.058
